Node 1	Node 2	interaction_type	pathways	
hsa:5327	hsa:5340	activation	hsa04610	
hsa:1555 hsa:1573	hsa:1571	compound irreversible	hsa00590	
hsa:1555 hsa:1573	hsa:1573	compound irreversible	hsa00590	
hsa:1555 hsa:1573	hsa:5742 hsa:5743	compound irreversible	hsa00590	
hsa:1557	hsa:1555 hsa:1573	compound irreversible	hsa00590	
hsa:1555 hsa:1573	hsa:1579 hsa:284541	compound irreversible	hsa00590	
hsa:1579 hsa:284541	hsa:1555 hsa:1573	compound irreversible	hsa00590	
hsa:1555 hsa:1573	hsa:1579 hsa:284541	compound irreversible	hsa00590	
hsa:2353 hsa:3725	hsa:3553	expression	hsa04620	
hsa:1588	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:1588	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:3294 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1589	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1589	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1589	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1589	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1589	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1589	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1589	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1589	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1589	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:100861540 hsa:1543 hsa:1544 hsa:1551 hsa:1577	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:100861540 hsa:1543 hsa:1544 hsa:1551 hsa:1577	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:100861540 hsa:1543 hsa:1544 hsa:1551 hsa:1577	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:100861540 hsa:1543 hsa:1544 hsa:1551 hsa:1577	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1571 hsa:1576	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1571 hsa:1576	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1571 hsa:1576	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1571 hsa:1576	compound irreversible	hsa00140	
hsa:1588	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1588	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1588	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1588	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1583	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1583	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1583	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1583	compound irreversible	hsa00140	
hsa:3290	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3290	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6820	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6820	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:6820	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:6820	compound irreversible	hsa00140	
hsa:8644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:8644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:8644	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:8644	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:8644	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:8644	compound irreversible	hsa00140	
hsa:8644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:8644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:6718	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:6718	compound irreversible	hsa00140	
hsa:6718	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6718	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6718	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6718	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6718	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6718	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3291	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3291	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:6715 hsa:6716 hsa:79644	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:6715 hsa:6716 hsa:79644	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1645	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1645	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1645	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1645	compound irreversible	hsa00140	
hsa:2335	hsa:22801 hsa:3655 hsa:3672 hsa:3673 hsa:3674 hsa:3675 hsa:3676 hsa:3678 hsa:3679 hsa:3680 hsa:3681 hsa:3682 hsa:3683 hsa:3684 hsa:3685 hsa:3687 hsa:3688 hsa:3689 hsa:3690 hsa:3691 hsa:3693 hsa:3694 hsa:3695 hsa:3696 hsa:8515 hsa:8516	activation	hsa04810	
hsa:1544	hsa:1553	compound irreversible	hsa00980	
hsa:1544	hsa:1553	compound irreversible	hsa00980	
hsa:1544	hsa:1553	compound irreversible	hsa00980	
hsa:1553	hsa:1576	compound irreversible	hsa00980	
hsa:1571	hsa:1553	compound irreversible	hsa00980	
hsa:1553	hsa:1543	compound irreversible	hsa00980	
hsa:1548	hsa:1553	compound irreversible	hsa00980	
hsa:1548	hsa:1553	compound irreversible	hsa00980	
hsa:1553	hsa:1548	compound irreversible	hsa00980	
hsa:1553	hsa:1548	compound irreversible	hsa00980	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:1553	compound irreversible	hsa00980	
hsa:1553	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00980	
hsa:1553	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00980	
hsa:5297 hsa:5298 hsa:55300 hsa:55361	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	compound irreversible	hsa04070	
hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	hsa:5297 hsa:5298 hsa:55300 hsa:55361	compound irreversible	hsa00562	
hsa:2475 hsa:57521 hsa:84335	hsa:5468	activation	hsa04152	
hsa:169355 hsa:3620	hsa:1543 hsa:1544 hsa:1545	compound irreversible	hsa00380	
hsa:10319 hsa:22798 hsa:284217 hsa:3908 hsa:3909 hsa:3910 hsa:3911 hsa:3912 hsa:3913 hsa:3914 hsa:3915 hsa:3918	hsa:22987 hsa:9899 hsa:9900	activation	hsa04512	
hsa:3454 hsa:3455 hsa:3459 hsa:3460	hsa:3716 hsa:3717 hsa:3718 hsa:7297	activation	hsa04217	
hsa:5742 hsa:5743	hsa:6916	compound irreversible	hsa00590	
hsa:1432 hsa:5600 hsa:5603 hsa:6300	hsa:2099 hsa:2100	activation phosphorylation	hsa01522	
hsa:1432 hsa:5600 hsa:5603 hsa:6300	hsa:2099 hsa:2100	activation phosphorylation	hsa01522	
hsa:2147	hsa:7056	activation	hsa04610	
hsa:2335	hsa:3690&hsa:3674	activation	hsa04512	
hsa:23643	hsa:7099	binding/association	hsa04620	
hsa:5468&hsa:6256 hsa:6257 hsa:6258	hsa:10062	expression	hsa03320	
hsa:5578 hsa:5579 hsa:5580	hsa:10746 hsa:4214 hsa:4215 hsa:4216	indirect effect	hsa04912	
hsa:116443 hsa:116444 hsa:2902 hsa:2903 hsa:2904 hsa:2905 hsa:2906	hsa:1742	binding/association	hsa04724	
hsa:2911 hsa:2915	hsa:116443 hsa:116444 hsa:2902 hsa:2903 hsa:2904 hsa:2905 hsa:2906	activation	hsa04724	
hsa:4790 hsa:5970	hsa:3553	expression	hsa04620	
hsa:4790 hsa:5970	hsa:3553	activation	hsa04621	
hsa:4790 hsa:5970	hsa:3553	activation	hsa04621	
hsa:4790&hsa:5970	hsa:3553	expression	hsa04064	
hsa:4790&hsa:5970	hsa:3553	expression	hsa04625	
hsa:4790&hsa:5970	hsa:3553	expression	hsa04625	
hsa:4790&hsa:5970	hsa:3553	expression	hsa04625	
hsa:3725	hsa:3553	activation	hsa04621	
hsa:834	hsa:3553	activation	hsa04623	
hsa:834	hsa:3553	activation	hsa04621	
hsa:834	hsa:3553	activation	hsa04217	
hsa:216 hsa:8854	hsa:1543	compound irreversible	hsa00830	
hsa:216 hsa:8854	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00830	
hsa:216 hsa:8854	hsa:1548 hsa:1555 hsa:29785	compound irreversible	hsa00830	
hsa:216 hsa:8854	hsa:100861540 hsa:1551 hsa:1577	compound irreversible	hsa00830	
hsa:216 hsa:8854	hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562 hsa:29785	compound irreversible	hsa00830	
hsa:216 hsa:8854	hsa:100861540 hsa:1551 hsa:1576 hsa:1577	compound irreversible	hsa00830	
hsa:216 hsa:8854	hsa:100861540 hsa:1551 hsa:1576 hsa:1577	compound irreversible	hsa00830	
hsa:1548	hsa:151531 hsa:7378	compound irreversible	hsa00983	
hsa:1576	hsa:1588	compound irreversible	hsa00140	
hsa:1577	hsa:1588	compound irreversible	hsa00140	
hsa:8644	hsa:1588	compound irreversible	hsa00140	
hsa:8644	hsa:1588	compound irreversible	hsa00140	
hsa:1588	hsa:8644	compound irreversible	hsa00140	
hsa:1588	hsa:8644	compound irreversible	hsa00140	
hsa:1543	hsa:1588	compound irreversible	hsa00140	
hsa:6718	hsa:1588	compound irreversible	hsa00140	
hsa:1588	hsa:6718	compound irreversible	hsa00140	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:1588	compound irreversible	hsa00140	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:1588	compound irreversible	hsa00140	
hsa:1588	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:1588	compound irreversible	hsa00140	
hsa:1588	hsa:6715 hsa:6716 hsa:79644	compound irreversible	hsa00140	
hsa:3480	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	indirect effect	hsa04914	
hsa:3480	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	activation	hsa04213	
hsa:3480	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	activation	hsa01522	
hsa:3480	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	activation	hsa04550	
hsa:5594 hsa:5595	hsa:2099	activation phosphorylation	hsa04919	
hsa:1577	hsa:1576	compound irreversible	hsa00982	
hsa:1543	hsa:1577	compound irreversible	hsa00140	
hsa:8644	hsa:1577	compound irreversible	hsa00140	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:1577	compound irreversible	hsa00140	
hsa:1577	hsa:1557 hsa:1559	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:3290	compound irreversible	hsa00980	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:1576	compound irreversible	hsa00982	
hsa:1576	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:1576	compound irreversible	hsa00980	
hsa:1576	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:1576	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:1576	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:1576	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:1576	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:1576	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:1576	compound irreversible	hsa00982	
hsa:1576	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:4128 hsa:4129	compound irreversible	hsa00982	
hsa:4128 hsa:4129	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:4128 hsa:4129	compound irreversible	hsa00982	
hsa:4128 hsa:4129	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:4128 hsa:4129	compound irreversible	hsa00982	
hsa:2326 hsa:2327 hsa:2328 hsa:2329 hsa:2330	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:1543	compound irreversible	hsa00980	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:1548	compound irreversible	hsa00980	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:1557	compound irreversible	hsa00982	
hsa:1557	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00982	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:873 hsa:874	compound irreversible	hsa00980	
hsa:107987478 hsa:107987479 hsa:1564 hsa:1565	hsa:1645	compound irreversible	hsa00980	
hsa:1555 hsa:1559 hsa:1573	hsa:1571	compound irreversible	hsa00590	
hsa:1555 hsa:1559 hsa:1573	hsa:1573	compound irreversible	hsa00590	
hsa:1555 hsa:1559 hsa:1573	hsa:5742 hsa:5743	compound irreversible	hsa00590	
hsa:1557	hsa:1555 hsa:1559 hsa:1573	compound irreversible	hsa00590	
hsa:1555 hsa:1559 hsa:1573	hsa:1579 hsa:284541	compound irreversible	hsa00590	
hsa:1579 hsa:284541	hsa:1555 hsa:1559 hsa:1573	compound irreversible	hsa00590	
hsa:1555 hsa:1559 hsa:1573	hsa:1579 hsa:284541	compound irreversible	hsa00590	
hsa:7068	hsa:54361	expression	hsa04919	
hsa:7067	hsa:54361	expression	hsa04919	
hsa:4790&hsa:5970	hsa:5743	expression	hsa04064	
hsa:5594 hsa:5595	hsa:5743	expression	hsa04921	
hsa:4772 hsa:4773 hsa:4775 hsa:4776	hsa:5743	expression	hsa04625	
hsa:4772 hsa:4773 hsa:4775 hsa:4776	hsa:5743	expression	hsa04921	
hsa:8644	hsa:1543	compound irreversible	hsa00140	
hsa:8644	hsa:1543	compound irreversible	hsa00140	
hsa:8644	hsa:100861540 hsa:1543 hsa:1544 hsa:1551 hsa:1577	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:8644	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:8644	compound irreversible	hsa00140	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:8644	compound irreversible	hsa00140	
hsa:8644	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:8644	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:8644	hsa:1571 hsa:1576	compound irreversible	hsa00140	
hsa:8644	hsa:1576	compound irreversible	hsa00140	
hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	compound irreversible	hsa04070	
hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	hsa:5286 hsa:5287 hsa:5288 hsa:5295 hsa:5296 hsa:8503	compound irreversible	hsa04070	
hsa:4128 hsa:4129	hsa:1557	compound irreversible	hsa00982	
hsa:1557	hsa:4128 hsa:4129	compound irreversible	hsa00982	
hsa:1557	hsa:5742 hsa:5743	compound irreversible	hsa00590	
hsa:1557	hsa:1579 hsa:284541	compound irreversible	hsa00590	
hsa:1557	hsa:1579 hsa:284541	compound irreversible	hsa00590	
hsa:1557	hsa:1555 hsa:1558 hsa:1559 hsa:1573	compound irreversible	hsa00590	
hsa:1557	hsa:1555 hsa:1558 hsa:1559 hsa:1573	compound irreversible	hsa00590	
hsa:815 hsa:816 hsa:817 hsa:818	hsa:7442	activation phosphorylation	hsa04750	
hsa:1571	hsa:218 hsa:220 hsa:221 hsa:222	compound irreversible	hsa00980	
hsa:1066	hsa:1571	compound irreversible	hsa00983	
hsa:1571	hsa:873 hsa:874	compound irreversible	hsa00980	
hsa:1555 hsa:1558 hsa:1559 hsa:1573	hsa:1571	compound irreversible	hsa00590	
hsa:1555 hsa:1558 hsa:1559 hsa:1573	hsa:1571	compound irreversible	hsa00590	
hsa:1571	hsa:119391 hsa:221357 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00983	
hsa:1544	hsa:1571	compound irreversible	hsa00591	
hsa:1571	hsa:1544	compound irreversible	hsa00591	
hsa:1571	hsa:1576	compound irreversible	hsa00980	
hsa:1576	hsa:1571	compound irreversible	hsa00982	
hsa:1571	hsa:1576	compound irreversible	hsa00982	
hsa:1576	hsa:1571	compound irreversible	hsa00591	
hsa:1571	hsa:1576	compound irreversible	hsa00591	
hsa:1571	hsa:5742 hsa:5743	compound irreversible	hsa00590	
hsa:1571	hsa:1557 hsa:1558 hsa:1559	compound irreversible	hsa00591	
hsa:1557 hsa:1558 hsa:1559	hsa:1571	compound irreversible	hsa00591	
hsa:1579 hsa:284541	hsa:1571	compound irreversible	hsa00590	
hsa:1571	hsa:1579 hsa:284541	compound irreversible	hsa00590	
hsa:1571	hsa:124 hsa:125 hsa:126 hsa:127 hsa:128 hsa:130 hsa:131	compound irreversible	hsa00980	
hsa:1571	hsa:1645	compound irreversible	hsa00980	
hsa:1573	hsa:1571	compound irreversible	hsa00591	
hsa:1571	hsa:1573	compound irreversible	hsa00591	
hsa:1571	hsa:1543	compound irreversible	hsa00980	
hsa:1571	hsa:246	compound irreversible	hsa00591	
hsa:246	hsa:1571	compound irreversible	hsa00591	
hsa:1571	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00980	
hsa:1571	hsa:3290	compound irreversible	hsa00980	
hsa:1571	hsa:1548	compound irreversible	hsa00980	
hsa:1576	hsa:1066 hsa:8824	compound irreversible	hsa00983	
hsa:1576	hsa:1066 hsa:8824	compound irreversible	hsa00983	
hsa:1066 hsa:8824	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00983	
hsa:1066 hsa:8824	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00983	
hsa:10319 hsa:1101 hsa:1277 hsa:1278 hsa:1280 hsa:1282 hsa:1284 hsa:1285 hsa:1286 hsa:1287 hsa:1288 hsa:1291 hsa:1292 hsa:1293 hsa:1297 hsa:1298 hsa:1299 hsa:1311 hsa:131873 hsa:22798 hsa:2335 hsa:256076 hsa:284217 hsa:3371 hsa:3381 hsa:3908 hsa:3909 hsa:3910 hsa:3911 hsa:3912 hsa:3913 hsa:3914 hsa:3915 hsa:3918 hsa:5649 hsa:63923 hsa:6696 hsa:7057 hsa:7058 hsa:7059 hsa:7060 hsa:7143 hsa:7148 hsa:7448 hsa:7450	hsa:22801 hsa:3655 hsa:3672 hsa:3673 hsa:3674 hsa:3675 hsa:3676 hsa:3678 hsa:3679 hsa:3680 hsa:3685 hsa:8515 hsa:8516&hsa:3688 hsa:3690 hsa:3691 hsa:3693 hsa:3694 hsa:3695 hsa:3696&hsa:5747	activation	hsa04151	
hsa:3791	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	activation	hsa04370	
hsa:1956 hsa:2064 hsa:3480 hsa:3643	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	activation indirect effect	hsa04066	
hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	compound irreversible	hsa04070	
hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	compound irreversible	hsa04070	
hsa:1956 hsa:2064 hsa:2321 hsa:2324 hsa:3480 hsa:3791 hsa:4233 hsa:5156 hsa:5159	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	activation	hsa04510	
hsa:5241	hsa:5290 hsa:5291 hsa:5293 hsa:5295 hsa:5296 hsa:8503	activation	hsa04914	
